Optical path length difference [um] - Plot 0	Photocurrent [a.u.] - Plot 0	Optical path length difference [um] - Plot 1	Photocurrent [a.u.] - Plot 1	Optical path length difference [um] - Plot 2	Photocurrent [a.u.] - Plot 2	
0	0.243808					
25.554	0.803121					
51.108	2.02965					
76.662	0.87133					
102.216	2.1481					
127.77	1.01262					
153.324	0.462092					
178.878	1.87369					
204.432	0.848314					
229.986	0.104906					
255.54	1.79551					
281.094	0.321619					
306.648	1.80992					
332.202	1.56601					
357.756	1.0594					
383.31	2.03575					
408.864	2.15518					
434.418	0.713962					
459.972	0.746114					
485.526	2.03875					
511.08	0.650118					
536.634	1.58184					
562.188	0.954906					
587.742	0.208139					
613.296	1.91066					
638.85	1.21816					
664.404	1.37039					
689.958	1.83473					
715.512	0.245944					
741.066	0.826392					
766.62	0.555099					
792.174	0.396423					
817.728	0.301148					
843.282	1.02691					
868.836	1.61844					
894.39	0.521515					
919.944	1.37095					
945.498	0.777068					
971.052	1.08874					
996.606	1.71499					
1022.16	0.485034					
1047.71	1.42893					
1073.27	0.555948					
1098.82	1.00546					
1124.38	0.99012					
1149.93	0.614746					
1175.48	1.23683					
1201.04	0.877314					
1226.59	1.34279					
1252.15	0.827187					
1277.7	1.18148					
1303.25	1.44317					
1328.81	0.776818					
1354.36	0.965171					
1379.92	0.947759					
1405.47	0.744331					
1431.02	1.12402					
1456.58	0.857955					
1482.13	1.10144					
1507.69	1.06004					
1533.24	0.908785					
1558.79	1.00307					
1584.35	0.800486					
1609.9	0.703094					
